7.8365316,3.838258,8.881807,2.9468918
7.8365316,3.838258,8.881807,2.9468918
7.8365316,3.838258,8.881807,2.9468918
7.8365316,3.838258,8.881807,2.9468918
7.795384,3.8241303,8.847057,2.9296036
7.7951417,3.8210094,8.841022,2.9286234
7.797202,3.824086,8.846781,2.9294488
7.79598,3.8226857,8.847003,2.927435
7.796884,3.8222988,8.847853,2.9280128
7.793976,3.8217695,8.843653,2.9272482
7.7965965,3.8239484,8.844915,2.9292636
7.8009124,3.8222287,8.846309,2.9297545
7.791746,3.8197572,8.836052,2.9272103
7.7977686,3.8226657,8.848899,2.9283886
7.7943316,3.8198318,8.835552,2.9288402
7.7939515,3.820049,8.843193,2.9271042
7.803543,3.825949,8.853702,2.9312751
7.803167,3.8239658,8.850065,2.9300883
7.795524,3.8216746,8.8455515,2.9289188
7.7975445,3.8195834,8.844301,2.9263551
7.7940125,3.8210938,8.845145,2.9278786
7.8048444,3.8243804,8.851529,2.9312508
7.8041043,3.825107,8.855044,2.9309068
7.794788,3.8226526,8.849463,2.9283035
7.791496,3.8194287,8.842067,2.9260142
7.794429,3.8214014,8.844556,2.9285176
7.7986784,3.8220065,8.843087,2.9298737
7.7949104,3.8238385,8.846437,2.928756
7.7911587,3.8192618,8.84151,2.9248023
7.8044252,3.8246891,8.852359,2.930426
7.7946687,3.8215358,8.844945,2.926579
7.7997274,3.823815,8.851428,2.9293225
7.7938876,3.8196156,8.840079,2.926668
7.7946906,3.821747,8.839932,2.9282036
7.790669,3.8202503,8.8337555,2.9265592
7.805591,3.8250957,8.854969,2.9320753
7.798045,3.8254683,8.848,2.9295828
7.799325,3.8233898,8.848154,2.9296181
7.802973,3.8252707,8.855515,2.9308302
7.795884,3.8216696,8.847527,2.9274404
7.7939634,3.820293,8.843117,2.926521
7.806951,3.8270395,8.85964,2.9327888
7.798977,3.8256152,8.849755,2.9310372
7.8028,3.823014,8.848349,2.9304183
7.797559,3.823853,8.852563,2.9290955
7.796675,3.824608,8.846858,2.9292123
7.798002,3.8238244,8.852154,2.9288907
7.7934847,3.8213058,8.843356,2.9266994
7.7934375,3.8184035,8.842256,2.9265196
7.7977853,3.819936,8.843895,2.9285371
7.8067827,3.8230393,8.853564,2.929656
7.800317,3.824968,8.854159,2.9302971
7.794213,3.8217885,8.846883,2.927728
7.799103,3.8215444,8.846079,2.9297183
7.79711,3.823161,8.851053,2.92856
7.7905574,3.8203237,8.833984,2.9269397
7.7958226,3.823169,8.845586,2.928047
7.802732,3.8245907,8.8535385,2.930179
7.793331,3.8215628,8.840994,2.9275296
7.803469,3.8248544,8.8531885,2.9302273
7.793518,3.8210833,8.845486,2.9265358
7.7941236,3.8205767,8.842699,2.9266856
7.7930536,3.820018,8.844008,2.9261942
7.7908826,3.8189573,8.841402,2.92493
7.7961226,3.820929,8.8455715,2.9279475
7.791576,3.8177457,8.841502,2.925921
7.792368,3.8202584,8.843638,2.925954
7.795492,3.8198311,8.842078,2.9269419
7.7933726,3.823642,8.8455515,2.92872
7.807278,3.824414,8.852381,2.9326081
7.798064,3.8219087,8.847736,2.9281414
7.795101,3.8227417,8.849465,2.928258
7.7966557,3.8245184,8.847593,2.92958
7.79751,3.8227253,8.849605,2.9282367
7.7977543,3.822662,8.849865,2.9282866
7.791676,3.8209894,8.835463,2.927915
7.7933326,3.8205168,8.843628,2.9262502
7.789558,3.8192332,8.838524,2.92448
7.7949147,3.82314,8.844105,2.9289398
7.8019314,3.8239863,8.852436,2.9299371
7.7971416,3.82359,8.851918,2.928908
7.7939014,3.8217757,8.842186,2.9272606
7.801268,3.8257978,8.856046,2.9311066
7.7969627,3.821665,8.8468075,2.9287448
7.7949777,3.8216019,8.843103,2.9270747
7.8000064,3.8223748,8.847811,2.9294858
7.797527,3.8195534,8.844094,2.926285
7.802198,3.8229604,8.849432,2.9307778
7.7963467,3.8223205,8.847825,2.9276
7.796761,3.8208768,8.843565,2.9288218
7.8003755,3.8208022,8.841284,2.929949
7.8012533,3.825126,8.852007,2.9304216
7.792207,3.818817,8.8423605,2.9258878
7.8061404,3.824872,8.855961,2.9308834
7.7906504,3.8169408,8.839112,2.9253032
7.794293,3.8241656,8.846474,2.928976
7.8024945,3.8248017,8.854806,2.9305973
7.797637,3.822369,8.848081,2.9281538
7.7967725,3.823041,8.849236,2.9279773
7.7956424,3.822421,8.846198,2.9276202
7.7938867,3.8214076,8.8461685,2.926836
